   4.97559547      0.668246746    
   4.04800224      0.582852364    
   3.41959953      0.531664193    
   2.96918941      0.500817180    
   2.63258553      0.482928813    
   2.37289333      0.473733634    
   2.16749191      0.470602006    
   2.00177479      0.471825689    
   1.86590338      0.476246327    
   1.75301480      0.483049661    
   1.65817845      0.491645873    
   1.57776201      0.501596510    
   1.50903130      0.512568355    
   1.44988883      0.524303377    
   1.39869905      0.536598504    
   1.35416806      0.549291730    
   1.31525874      0.562252283    
   1.28113019      0.575373530    
   1.25109375      0.588567913    
   1.22457993      0.601763070    
   1.20111406      0.614899039    
   1.18029737      0.627925813    
   1.16179252      0.640801847    
   1.14531267      0.653492570    
   1.13061213      0.665969312    
   1.11747968      0.678208470    
   1.10573268      0.690190732    
   1.09521282      0.701900423    
   1.08578193      0.713325202    
   1.07731950      0.724455476    
   1.06971967      0.735283971    
   1.06288922      0.745805740    
   1.05674624      0.756017506    
   1.05121815      0.765917718    
   1.04624057      0.775506198    
   1.04175651      0.784784019    
   1.03771532      0.793753326    
   1.03407168      0.802417219    
   1.03078532      0.810779572    
   1.02782023      0.818844914    
   1.02514422      0.826618493    
   1.02272856      0.834105909    
   1.02054727      0.841313243    
   1.01857722      0.848246872    
   1.01679766      0.854913533    
   1.01518989      0.861320138    
   1.01373696      0.867473781    
   1.01242387      0.873381615    
   1.01123703      0.879050970    
   1.01016414      0.884489119    
   1.00919414      0.889703393    
   1.00831711      0.894701064    
   1.00752401      0.899489403    
   1.00680685      0.904075563    
   1.00615823      0.908466637    
   1.00557160      0.912669599    
   1.00504100      0.916691303    
   1.00456107      0.920538485    
   1.00412691      0.924217701    
   1.00373411      0.927735388    
   1.00337875      0.931097806    
   1.00305724      0.934311032    
   1.00276637      0.937381029    
   1.00250328      0.940313578    
   1.00226521      0.943114281    
   1.00204980      0.945788503    
   1.00185490      0.948341548    
   1.00167859      0.950778425    
   1.00151896      0.953104079    
   1.00137460      0.955323219    
   1.00124395      0.957440436    
   1.00112569      0.959460080    
   1.00101864      0.961386383    
   1.00092185      0.963223457    
   1.00083423      0.964975238    
   1.00075495      0.966645420    
   1.00068319      0.968237698    
   1.00061822      0.969755471    
   1.00055945      0.971202135    
   1.00050628      0.972580910    
   1.00045812      0.973894775    
   1.00041461      0.975146770    
   1.00037527      0.976339638    
   1.00033963      0.977476120    
   1.00030732      0.978558779    
   1.00027812      0.979590118    
   1.00025165      0.980572462    
   1.00022769      0.981508136    
   1.00020611      0.982399285    
   1.00018656      0.983247936    
   1.00016880      0.984056115    
   1.00015283      0.984825671    
   1.00013828      0.985558450    
   1.00012517      0.986256182    
   1.00011325      0.986920476    
   1.00010252      0.987552941    
   1.00009274      0.988155067    
   1.00008392      0.988728285    
   1.00007594      0.989273965    
   1.00006866      0.989793360    
   1.00006211      0.990287781    
   4.65915298       2.47927666    
   3.83816814       2.06367970    
   3.27156663       1.78032827    
   2.85988593       1.57750225    
   2.54904485       1.42706192    
   2.30730867       1.31248450    
   2.11489677       1.22346437    
   1.95886505       1.15325260    
   1.83039832       1.09724891    
   1.72329044       1.05221152    
   1.63304746       1.01579070    
   1.55633664      0.986241698    
   1.49063456      0.962241888    
   1.43399549      0.942770302    
   1.38489556      0.927026331    
   1.34212422      0.914373338    
   1.30470777      0.904298842    
